attempt_id,error_id,error_type,run_id,seed,model,prompt_mode,temperature,source_catalog,source_mutant,selected_candidate_id,selected_description,selection_json,raw_response,candidate_owl,operations_json,operation_count,operators,abstained,accepted,json_parse_pass,strict_selection_pass,candidate_membership_pass,apply_pass,confidence,rationale,ollama_format_mode,llm_runtime_ms,prompt_eval_count,eval_count,ontology_iri,error_message
rank-E3-run-001,E3,关系对象错误,1,20260820,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-001\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-001\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,0.95,当前有效证据EVID_012明确指出产品A由保险公司甲承保，而失败的问题CQ003显示错误值为癌症。候选CAND_001执行替换操作，将错误的对象值'癌症'更正为正确的'保险公司甲'，直接修复了语义不一致并符合业务合同要求。,json_schema,3266,759,113,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E3/run-001/seed-20260820,
rank-E3-run-002,E3,关系对象错误,2,20260821,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-002\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-002\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,0.95,当前有效证据EVID_012明确指出产品A由保险公司甲承保，而失败的问题CQ003显示系统错误地关联了'癌症'。候选CAND_001执行替换操作，直接将错误的值'癌症'更正为正确的值'保险公司甲'，完全符合业务语义和证据要求。,json_schema,3175,759,115,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E3/run-002/seed-20260821,
rank-E3-run-003,E3,关系对象错误,3,20260822,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_003,删除属性：产品A—由公司承保—癌症,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-003\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-003\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}}]",1,REMOVE_PROPERTY_VALUE,false,true,true,true,true,true,0.95,当前有效证据EVID_012明确指出产品A由'保险公司甲'承保，而失败的问题CQ003显示系统错误地关联了'癌症'。候选CAND_003执行删除操作，移除错误的'癌症'值，使数据状态与权威证据一致，无需引入新实体或修改现有正确实体，是最直接的修复方案。,json_schema,3367,759,124,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E3/run-003/seed-20260822,
rank-E3-run-004,E3,关系对象错误,4,20260823,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_003,删除属性：产品A—由公司承保—癌症,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-004\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-004\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}}]",1,REMOVE_PROPERTY_VALUE,false,true,true,true,true,true,0.95,当前有效证据（EVID_012）明确指出产品A由保险公司甲承保，而失败的问题（CQ003）显示系统错误地关联了“癌症”。候选CAND_003通过移除错误的“癌症”值，直接修正了这一语义冲突，使数据与权威证据一致。,json_schema,3153,759,112,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E3/run-004/seed-20260823,
rank-E3-run-005,E3,关系对象错误,5,20260824,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_002,新增属性：产品A—由公司承保—保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-005\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E3\run-005\candidate.owl,"[{""operator"": ""ADD_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,ADD_PROPERTY_VALUE,false,true,true,true,true,true,0.95,当前有效证据EVID_012明确指出产品A由保险公司甲承保，而失败问题CQ003显示错误值为癌症。候选CAND_002（ADD_PROPERTY_VALUE）在保留现有数据结构的基础上，将正确的承保主体'保险公司甲'作为新属性值添加，直接修正了语义错误，且未像CAND_001那样替换可能导致信息丢失的原有字段（若原字段有其他用途），也未像CAND_003那样删除关键业务属性。,json_schema,4030,759,153,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E3/run-005/seed-20260824,
rank-E4-run-001,E4,互斥类别冲突,1,20260820,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-001\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-001\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,候选 CAND_001 直接针对失败 CQ (CQ002) 中识别的互斥类别冲突，通过移除产品 A 对财产保险的错误断言来恢复语义一致性。,json_schema,2601,446,89,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E4/run-001/seed-20260820,
rank-E4-run-002,E4,互斥类别冲突,2,20260821,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-002\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-002\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,失败的问题 CQ002 明确指出产品 A 错误地属于财产保险，且实际值中包含该类别。候选 CAND_001 直接执行删除操作以移除该错误的类别断言，完全符合修复互斥冲突的语义需求。,json_schema,2548,446,99,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E4/run-002/seed-20260821,
rank-E4-run-003,E4,互斥类别冲突,3,20260822,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-003\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-003\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,失败的问题 CQ002 明确指出产品 A 错误地属于财产保险，且实际值中包含该类别。候选 CAND_001 直接删除了'产品 A rdf:type 财产保险'的断言，这精确修复了互斥类别冲突，符合当前有效证据（无其他干扰）和失败 CQ 的要求。,json_schema,2996,446,118,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E4/run-003/seed-20260822,
rank-E4-run-004,E4,互斥类别冲突,4,20260823,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-004\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-004\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,失败的问题 CQ002 明确指出产品 A 错误地属于财产保险，且实际值中包含该类别。候选 CAND_001 直接删除了'产品 A rdf:type 财产保险'的断言，这完全解决了互斥类别冲突问题，符合业务语义要求。,json_schema,2739,446,107,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E4/run-004/seed-20260823,
rank-E4-run-005,E4,互斥类别冲突,5,20260824,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\feasible-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-005\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked\evidence_only\E4\run-005\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,候选 CAND_001 直接移除导致互斥冲突的断言（产品 A 属于财产保险），完美解决 CQ002 中禁止同时落入互斥类别的问题，且无其他证据表明该操作会破坏其他有效语义。,json_schema,2525,446,99,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-ranked/E4/run-005/seed-20260824,
