split,event_id,semantic_type,run,seed,method,status,selected_option_id,selected_candidate_id,selected_value,reason,candidate_order,runtime_ms,response_mode,prompt_eval_count,eval_count,done_reason,raw_content,policy_loaded,applicable_rule,allowed_values,survivor_count,decision_path,description_variant,qwen_called,oracle_candidate_id,oracle_value,oracle_correct
test,E25,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_001,15,案件事实显示投保时间为出生后第46日，满足‘超过30日但不超过90日’的条件；健康告知无异常且无既往重大疾病记录，符合第四条延迟投保规则的全部条件。根据第六条目标数值判断逻辑，应适用延迟投保规则，等待期天数为15天。,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,3761,json_schema,1026,94,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件事实显示投保时间为出生后第46日，满足‘超过30日但不超过90日’的条件；健康告知无异常且无既往重大疾病记录，符合第四条延迟投保规则的全部条件。根据第六条目标数值判断逻辑，应适用延迟投保规则，等待期天数为15天。""
}",,,,,,MASKED,True,CAND_001,15,True
test,E25,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_002,0,案件事实显示投保时间为出生后第46日，满足第三条例外（30日内）不成立，但满足第四条延迟投保规则（超过30日但不超过90日且无异常）。根据第六条目标数值判断逻辑，应适用延迟投保规则，等待期天数为15天。OPTION_A的display_value为'0'与推导结果不符；OPTION_B的display_value为'60'与描述'设为0天'矛盾且数值错误；仅,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,4813,json_schema,972,131,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件事实显示投保时间为出生后第46日，满足第三条例外（30日内）不成立，但满足第四条延迟投保规则（超过30日但不超过90日且无异常）。根据第六条目标数值判断逻辑，应适用延迟投保规则，等待期天数为15天。OPTION_A的display_value为'0'与推导结果不符；OPTION_B的display_value为'60'与描述'设为0天'矛盾且数值错误；仅""
}",,,,,,SHUFFLED,True,CAND_001,15,False
test,E26,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_002,30,案件事实为团体转入且原保障未中断，连续保障证明在第18日提交（属于第16日至第30日的逾期补交区间），并经核保确认有效。根据文档DOC_E26_TERMS第三条，此情形下等待期按30天处理；第五条明确排除0天适用情形，故OPTION_C正确。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4244,json_schema,1026,105,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件事实为团体转入且原保障未中断，连续保障证明在第18日提交（属于第16日至第30日的逾期补交区间），并经核保确认有效。根据文档DOC_E26_TERMS第三条，此情形下等待期按30天处理；第五条明确排除0天适用情形，故OPTION_C正确。""
}",,,,,,MASKED,True,CAND_002,30,True
test,E26,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_B,CAND_001,0,案件事实为团体转入且原保障未中断，但连续保障证明在第18日提交（逾期），属于第三条‘逾期补交规则’适用范围。该规则明确等待期按30天处理，并优先于一般规则及第二条的0天规则。第五条进一步确认逾期不得按0天处理。因此适用OPTION_B（值30）。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4080,json_schema,974,105,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件事实为团体转入且原保障未中断，但连续保障证明在第18日提交（逾期），属于第三条‘逾期补交规则’适用范围。该规则明确等待期按30天处理，并优先于一般规则及第二条的0天规则。第五条进一步确认逾期不得按0天处理。因此适用OPTION_B（值30）。""
}",,,,,,SHUFFLED,True,CAND_002,30,False
test,E27,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_001,0,文档 DOC_E27_TERMS 第一条明确记载“本次申请由团体计划转入，原保障未中断”。根据一般保险规则及文档第三条关于本体更新采用候选修复的指示，当原保障未中断且无等待期中断时，疾病责任等待期应豁免（0 天）。虽然文档第二条提及 WAIT-CODE-WAIVER 适用于准时提交证明，但本案核心事实是“原保障未中断”，这直接触发了等待期豁免条件。选项 C ,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,5241,json_schema,953,130,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""文档 DOC_E27_TERMS 第一条明确记载“本次申请由团体计划转入，原保障未中断”。根据一般保险规则及文档第三条关于本体更新采用候选修复的指示，当原保障未中断且无等待期中断时，疾病责任等待期应豁免（0 天）。虽然文档第二条提及 WAIT-CODE-WAIVER 适用于准时提交证明，但本案核心事实是“原保障未中断”，这直接触发了等待期豁免条件。选项 C ""}",,,,,,MASKED,True,CAND_002,30,False
test,E27,GENERAL_RULE_EXCEPTION,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_001,0,案件上下文显示规则引擎返回 WAIT-CODE-LATE-PROOF。文档 DOC_E27_TERMS 第三条规定本体更新只采用等待期规则代码对应的候选修复，且正文不重复列示天数（隐含需从选项映射）。文档第二条明确 WAIT-CODE-LATE-PROOF 是独立于 WAIT-CODE-WAIVER 和 WAIT-CODE-GENERAL 的代码。在形式安全,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,4656,json_schema,911,116,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""案件上下文显示规则引擎返回 WAIT-CODE-LATE-PROOF。文档 DOC_E27_TERMS 第三条规定本体更新只采用等待期规则代码对应的候选修复，且正文不重复列示天数（隐含需从选项映射）。文档第二条明确 WAIT-CODE-LATE-PROOF 是独立于 WAIT-CODE-WAIVER 和 WAIT-CODE-GENERAL 的代码。在形式安全""
}",,,,,,SHUFFLED,True,CAND_002,30,False
test,E34,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_003,24,依据DOC_E34_TERMS文档：1. 投保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），因此第四条例外限制不适用，无需按18个月处理。3. 综合条件满足，最终期限为24个月。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,4267,json_schema,1023,104,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""依据DOC_E34_TERMS文档：1. 投保记录显示选择长期照护附加责任（第五条），触发第三条例外规则，期限调整为24个月。2. 核保确认未选择费用垫付责任（第六条），因此第四条例外限制不适用，无需按18个月处理。3. 综合条件满足，最终期限为24个月。""
}",,,,,,MASKED,True,CAND_003,24,True
test,E34,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_001,12,文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据一般规则（第二条），基础保障期限为12个月；但投保人选择了长期照护附加责任（第五条），触发例外规则（第三条）将期限调整为24个月。同时，核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个月限制。最终结论为24个月，对应OPTION_A的display_value,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,4827,json_schema,969,127,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E34_TERMS生效日期为2026-08-01，覆盖案件时间。根据一般规则（第二条），基础保障期限为12个月；但投保人选择了长期照护附加责任（第五条），触发例外规则（第三条）将期限调整为24个月。同时，核保确认未选择费用垫付责任（第六条），因此不适用第四条的18个月限制。最终结论为24个月，对应OPTION_A的display_value""
}",,,,,,SHUFFLED,True,CAND_003,24,False
test,E35,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_C,CAND_001,18,依据文档DOC_E35_TERMS：1) 被保险人选择癌症门诊扩展责任（第三条适用，基础12+6=18）；2) 未选择境外就医责任（第四条不适用）；3) 被保险人年龄58周岁<=60周岁（第五条适用，延长期限有效）。综合计算结果为18个月。,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,4333,json_schema,1055,103,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""依据文档DOC_E35_TERMS：1) 被保险人选择癌症门诊扩展责任（第三条适用，基础12+6=18）；2) 未选择境外就医责任（第四条不适用）；3) 被保险人年龄58周岁<=60周岁（第五条适用，延长期限有效）。综合计算结果为18个月。""
}",,,,,,MASKED,True,CAND_001,18,True
test,E35,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_B,CAND_003,24,根据文档DOC_E35_TERMS：1. 被保险人选择癌症门诊扩展责任（第三条适用，基础12+6=18）；2. 未选择境外就医责任（第四条不适用）；3. 被保险人年龄58周岁<=60周岁（第五条适用，延长期限有效）。综合计算结果为18个月。OPTION_B的display_value为24是错误的，但根据指令只能从给定选项选，且OPTION_B描述为'按癌症,OPTION_A=CAND_002|OPTION_B=CAND_003|OPTION_C=CAND_001,5155,json_schema,1001,130,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""根据文档DOC_E35_TERMS：1. 被保险人选择癌症门诊扩展责任（第三条适用，基础12+6=18）；2. 未选择境外就医责任（第四条不适用）；3. 被保险人年龄58周岁<=60周岁（第五条适用，延长期限有效）。综合计算结果为18个月。OPTION_B的display_value为24是错误的，但根据指令只能从给定选项选，且OPTION_B描述为'按癌症""
}",,,,,,SHUFFLED,True,CAND_001,18,False
test,E36,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_002,18,依据文档DOC_E36_TERMS第五条，慢病管理附加责任已在承保前取消；第六条规定被取消的附加责任不参与计算。因此仅适用第二条远程问诊责任条款，保险期限为18个月。,OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,3298,json_schema,1015,75,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""依据文档DOC_E36_TERMS第五条，慢病管理附加责任已在承保前取消；第六条规定被取消的附加责任不参与计算。因此仅适用第二条远程问诊责任条款，保险期限为18个月。""
}",,,,,,MASKED,True,CAND_002,18,True
test,E36,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_C,CAND_001,12,"根据文档DOC_E36_TERMS第五条，慢病管理附加责任已在承保前取消；第六条规定被取消的附加责任不参与保险期限计算。因此，仅有效的远程问诊附加责任适用第二条规定的18个月期限。选项C的display_value为12与推导不符，但formal_effect显示其triples_removed=1,triples_added=1且reasoner_cons",OPTION_A=CAND_003|OPTION_B=CAND_002|OPTION_C=CAND_001,4634,json_schema,963,112,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_C"",
  ""reason"": ""根据文档DOC_E36_TERMS第五条，慢病管理附加责任已在承保前取消；第六条规定被取消的附加责任不参与保险期限计算。因此，仅有效的远程问诊附加责任适用第二条规定的18个月期限。选项C的display_value为12与推导不符，但formal_effect显示其triples_removed=1,triples_added=1且reasoner_cons""
}",,,,,,SHUFFLED,True,CAND_002,18,False
test,E37,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_003,24,文档DOC_E37_TERMS第二条明确判定规则引擎输出为DURATION-CODE-REMOTE，且慢病管理附加责任已取消（不匹配DURATION-CODE-CHRONIC），无有效附加责任情形不匹配DURATION-CODE-BASE。根据第三条，月数由候选修复表维护。在给定选项中，OPTION_A的display_value(24)为唯一符合远程问诊（,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,5160,json_schema,955,115,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""文档DOC_E37_TERMS第二条明确判定规则引擎输出为DURATION-CODE-REMOTE，且慢病管理附加责任已取消（不匹配DURATION-CODE-CHRONIC），无有效附加责任情形不匹配DURATION-CODE-BASE。根据第三条，月数由候选修复表维护。在给定选项中，OPTION_A的display_value(24)为唯一符合远程问诊（"" }",,,,,,MASKED,True,CAND_002,18,False
test,E37,CROSS_SENTENCE_SCOPE,1,20260820,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_B,CAND_001,12,文档DOC_E37_TERMS第二条明确界定：DURATION-CODE-REMOTE适用于保留远程问诊附加责任的情形，而DURATION-CODE-CHRONIC仅适用于慢病管理有效情形。本案已取消慢病管理但保留远程问诊，故适用DURATION-CODE-REMOTE。OPTION_B描述为按该代码映射，且其display_value(12)落在目标允许值,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4805,json_schema,915,115,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""文档DOC_E37_TERMS第二条明确界定：DURATION-CODE-REMOTE适用于保留远程问诊附加责任的情形，而DURATION-CODE-CHRONIC仅适用于慢病管理有效情形。本案已取消慢病管理但保留远程问诊，故适用DURATION-CODE-REMOTE。OPTION_B描述为按该代码映射，且其display_value(12)落在目标允许值""
  }",,,,,,SHUFFLED,True,CAND_002,18,False
test,E14,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_002,62,案件核保受理日为2026年8月20日，DOC_E14_CURRENT（生效期2026-08-01至2026-08-31）在该日期有效且明确适用；DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日早于新条款生效日的申请不适用新版本。因此当前最高投保年龄为62。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5575,json_schema,1400,143,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""案件核保受理日为2026年8月20日，DOC_E14_CURRENT（生效期2026-08-01至2026-08-31）在该日期有效且明确适用；DOC_E14_FUTURE虽已发布但生效日为2026-09-01，根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，受理日早于新条款生效日的申请不适用新版本。因此当前最高投保年龄为62。""
}",,,,,,MASKED,True,CAND_002,62,True
test,E14,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_001,66,案件核保受理日为2026年8月20日，DOC_E14_CURRENT生效期为2026-08-01至2026-08-31，完全覆盖受理日；DOC_E14_FUTURE生效日为2026-09-01，未覆盖受理日。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本（夏季现行版）为准。虽然一般规则为62周岁，但需检查是否,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,5594,json_schema,1347,145,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件核保受理日为2026年8月20日，DOC_E14_CURRENT生效期为2026-08-01至2026-08-31，完全覆盖受理日；DOC_E14_FUTURE生效日为2026-09-01，未覆盖受理日。根据DOC_E14_CURRENT第四条及DOC_E14_FUTURE第三条，应以受理日有效版本（夏季现行版）为准。虽然一般规则为62周岁，但需检查是否"" }",,,,,,SHUFFLED,True,CAND_002,62,False
test,E15,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_A,CAND_003,64,案件上下文显示投保申请于2026年7月20日进入核保流程，处于DOC_E15_JULY（生效日期2026-07-01至2026-07-31）的有效期间内。根据DOC_E15_JULY第二条一般规则，该版本规定的最高投保年龄为64周岁。DOC_E15_AUGUST虽然规定8月1日后适用68周岁，但其第三条例外规则明确指出：2026年8月1日前已进入核保流程（如,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,6279,json_schema,1396,151,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件上下文显示投保申请于2026年7月20日进入核保流程，处于DOC_E15_JULY（生效日期2026-07-01至2026-07-31）的有效期间内。根据DOC_E15_JULY第二条一般规则，该版本规定的最高投保年龄为64周岁。DOC_E15_AUGUST虽然规定8月1日后适用68周岁，但其第三条例外规则明确指出：2026年8月1日前已进入核保流程（如""
  }",,,,,,MASKED,True,CAND_003,64,True
test,E15,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_SHUFFLED,SELECTED,OPTION_A,CAND_003,64,案件发生于2026年7月20日，适用DOC_E15_JULY（最高年龄64周岁）。DOC_E15_AUGUST于8月1日生效，但明确排除8月1日前已进入核保流程的申请。因此应采纳OPTION_A（数值64）而非其描述中的68或OPTION_B/C的数值。,OPTION_A=CAND_003|OPTION_B=CAND_001|OPTION_C=CAND_002,4454,json_schema,1343,108,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_A"",
  ""reason"": ""案件发生于2026年7月20日，适用DOC_E15_JULY（最高年龄64周岁）。DOC_E15_AUGUST于8月1日生效，但明确排除8月1日前已进入核保流程的申请。因此应采纳OPTION_A（数值64）而非其描述中的68或OPTION_B/C的数值。""
}",,,,,,SHUFFLED,True,CAND_003,64,True
test,E16,TEMPORAL_VERSION,2,20260821,OPTION_DESCRIPTION_MASKED,SELECTED,OPTION_B,CAND_002,67,核保受理日（2026-09-20）在备案完成日（2026-10-01）之前。根据文档第四条，未完成备案的批单不得适用；第二条规定此时仍按当前备案条款承保，最高投保年龄为 67 周岁。客户未提交连续续保证明，不满足第三条例外条件。因此选择 OPTION_B (67)。,OPTION_A=CAND_001|OPTION_B=CAND_002|OPTION_C=CAND_003,4770,json_schema,991,118,stop,"{
  ""abstain"": false,
  ""option_id"": ""OPTION_B"",
  ""reason"": ""核保受理日（2026-09-20）在备案完成日（2026-10-01）之前。根据文档第四条，未完成备案的批单不得适用；第二条规定此时仍按当前备案条款承保，最高投保年龄为 67 周岁。客户未提交连续续保证明，不满足第三条例外条件。因此选择 OPTION_B (67)。""
}",,,,,,MASKED,True,CAND_002,67,True
