method,event_id,semantic_type,attempts,oracle_successes,oracle_accuracy,all_runs_correct,selection_stable,invalid_outputs,abstains
OPTION_VALUE_ONLY,EXT_E017,CROSS_SENTENCE_SCOPE,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E018,CROSS_SENTENCE_SCOPE,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E019,CROSS_SENTENCE_SCOPE,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E020,CROSS_SENTENCE_SCOPE,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E021,CROSS_SENTENCE_SCOPE,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E022,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E023,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E024,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E025,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E026,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E027,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E028,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E029,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
OPTION_VALUE_ONLY,EXT_E030,GENERAL_RULE_EXCEPTION,5,5,1.0,True,True,0,0
