candidate_id,error_id,error_type,run_id,seed,model,prompt_mode,temperature,source_mutant,raw_response,candidate_json,candidate_owl,operations_json,operation_count,operators,source_cq_ids,failed_cq_ids,json_parse_pass,schema_pass,iri_guard_pass,literal_guard_pass,apply_pass,accepted,abstained,confidence,llm_runtime_ms,prompt_eval_count,eval_count,error_message,ontology_iri
qwen-E3-run-001,E3,关系对象错误,1,20260820,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-001\candidate.json,,[],0,,,CQ003,true,true,true,true,false,false,false,,6728,2050,227,"CandidateValidationError: 待删除的旧断言不存在：(rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#产品A'), rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#由公司承保'), rdflib.term.Literal('保险公司甲', datatype=rdflib.term.URIRef('http://www.w3.org/2001/XMLSchema#string')))",
qwen-E3-run-002,E3,关系对象错误,2,20260821,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-002\candidate.json,,[],0,,,CQ003,true,true,true,false,false,false,false,,5889,2050,203,"CandidateValidationError: 拒绝模型生成的非白名单字面量：{'kind': 'literal', 'lexical': '保险公司甲', 'datatype': 'http://www.w3.org/2001/XMLSchema#string'}",
qwen-E3-run-003,E3,关系对象错误,3,20260822,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-003\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-003\candidate.owl,"[{""operator"": ""ADD_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ003""], ""rationale"": ""根据证据 EVID_012，产品A 由保险公司甲承保。需将'保险公司甲'作为对象添加到'由公司承保'属性的断言中。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,ADD_PROPERTY_VALUE,CQ003,CQ003,true,true,true,true,true,true,false,0.95,5724,2050,196,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E3/run-003/seed-20260822
qwen-E3-run-004,E3,关系对象错误,4,20260823,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-004\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-004\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ003""], ""rationale"": ""根据证据 EVID_012，'产品A' 的承保公司是 '保险公司甲'。在知识图谱中，'产品A' 与 '保险公司甲' 之间已存在 '由公司承保' 的关系断言。因此，无需添加新的属性值或三元组来描述此关系，该信息已被现有证据覆盖。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""65"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ003,CQ003,true,true,true,true,true,true,false,0.95,7094,2050,250,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E3/run-004/seed-20260823
qwen-E3-run-005,E3,关系对象错误,5,20260824,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E3\run-005\candidate.json,,[],0,,,CQ003,true,true,true,true,false,false,false,,6928,2050,248,"CandidateValidationError: 待删除的旧断言不存在：(rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#产品A'), rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#由公司承保'), rdflib.term.Literal('保险公司乙', datatype=rdflib.term.URIRef('http://www.w3.org/2001/XMLSchema#string')))",
qwen-E4-run-001,E4,互斥类别冲突,1,20260820,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-001\candidate.json,,[],0,,,CQ002,true,true,false,false,false,false,false,,7720,2050,271,CandidateValidationError: 拒绝模型生成的非白名单IRI：predicate_iri=file:///G:/LearnAI/ontology-1#承保类型,
qwen-E4-run-002,E4,互斥类别冲突,2,20260821,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-002\candidate.json,,[],0,,,CQ002,true,true,false,false,false,false,false,,7586,2050,269,CandidateValidationError: 拒绝模型生成的非白名单IRI：predicate_iri=file:///G:/LearnAI/ontology-1#类型,
qwen-E4-run-003,E4,互斥类别冲突,3,20260822,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-003\candidate.json,,[],0,,,CQ002,true,true,true,true,false,false,false,,8506,2050,313,"CandidateValidationError: 待删除的旧断言不存在：(rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#产品A'), rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#疾病保险'), rdflib.term.Literal('true', datatype=rdflib.term.URIRef('http://www.w3.org/2001/XMLSchema#boolean')))",
qwen-E4-run-004,E4,互斥类别冲突,4,20260823,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-004\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-004\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ002""], ""rationale"": ""根据提供的证据 `EVID_011`，'产品A' 被断言为 '医疗保险'。然而，在当前的上下文中，并没有关于 '产品A' 的 '最低投保年龄'、'最高投保年龄' 或其他具体属性的直接证据支持。因此，无法从现有信息中推断或移除这些属性值，除非有明确的规则或证据表明这些属性不存在或需要更新。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最低投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""18"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ002,CQ002,true,true,true,true,true,true,false,0.0,7555,2050,264,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E4/run-004/seed-20260823
qwen-E4-run-005,E4,互斥类别冲突,5,20260824,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-005\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E4\run-005\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ002""], ""rationale"": ""根据证据 EVID_011，'产品A' 被断言为 '医疗保险'。然而，在当前的上下文中（通常涉及疾病保险或特定条款分析），如果存在冲突的断言或需要移除过时的/错误的分类，此操作用于修正本体状态。特别是当其他证据表明该产品属于'疾病保险'而非单纯的'医疗保险'时，或者为了清理不需要的实例断言。在此场景下，移除该断言以保持一致性或遵循最新的修订指令（如从DOC-PA-2026-V2 2.0版本更新）。"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#医疗保险""}]",1,REMOVE_CLASS_ASSERTION,CQ002,CQ002,true,true,true,true,true,true,false,0.95,7090,2050,258,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E4/run-005/seed-20260824
qwen-E5-run-001,E5,功能属性值冲突,1,20260820,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-001\candidate.json,,[],0,,,CQ004 | CQ005,true,true,true,true,false,false,false,,9467,2050,308,"CandidateValidationError: 待删除的旧断言不存在：(rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#产品A'), rdflib.term.URIRef('file:///G:/LearnAI/ontology-1#最高投保年龄'), rdflib.term.Literal('60', datatype=rdflib.term.URIRef('http://www.w3.org/2001/XMLSchema#integer')))",
qwen-E5-run-002,E5,功能属性值冲突,2,20260821,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-002\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-002\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ004""], ""rationale"": ""根据证据 EVID_014，'最高投保年龄' 属性被明确定义为 '65'。原 CQ004 中该属性的值为 '70'，与当前有效证据冲突，因此需要移除或更新该属性值以保持一致性。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""70"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ004,CQ004 | CQ005,true,true,true,true,true,true,false,0.95,6795,2050,239,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E5/run-002/seed-20260821
qwen-E5-run-003,E5,功能属性值冲突,3,20260822,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-003\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-003\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ004""], ""rationale"": ""根据证据 EVID_014，'最高投保年龄' 属性被更新为 '65'。由于该属性具有 FunctionalProperty（函数属性）特性，即一个主体只能有一个值，因此必须移除旧值 '70' 以避免冲突。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""70"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ004,CQ004 | CQ005,true,true,true,true,true,true,false,0.95,6455,2050,231,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E5/run-003/seed-20260822
qwen-E5-run-004,E5,功能属性值冲突,4,20260823,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-004\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-004\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ004""], ""rationale"": ""根据证据 EVID_014，'最高投保年龄' 属性被明确定义为 '65'。在 CQ004 中，该属性被错误地关联为 '70'。由于存在明确的、当前有效的权威证据（EVID_014）支持 '65' 这一值，且该证据的效力等级为 A，因此必须移除 CQ004 中对 '产品A' 的 '最高投保年龄' 属性的错误关联，以消除冲突并维护本体的一致性。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""70"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ004,CQ004 | CQ005,true,true,true,true,true,true,false,0.95,7841,2050,282,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E5/run-004/seed-20260823
qwen-E5-run-005,E5,功能属性值冲突,5,20260824,qwen3.5:9b,evidence_only,0.2,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-005\candidate.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-candidates\evidence_only\E5\run-005\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""source_cq_ids"": [""CQ004""], ""rationale"": ""根据证据 EVID_014，产品A的'最高投保年龄'属性被明确定义为 65 周岁。之前的 CQ004 查询结果（显示为 70）与当前有效的权威证据冲突，因此需要移除该不一致的属性值或更新其定义以符合最新条款。"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""70"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,CQ004,CQ004 | CQ005,true,true,true,true,true,true,false,0.95,6811,2050,238,,https://w3id.org/ontology-evolution/insurance-benchmark/qwen-repair/E5/run-005/seed-20260824
