method,run_id,seed,error_id,error_type,candidate_count,selected,abstained,selected_candidate_id,full_safe,unsafe_accepted,oracle_match,oracle_available,edit_cost,source_catalog
HASH_FIRST,2,20260821,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,2,20260821,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,2,20260821,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,2,20260821,E6,类层级链路缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,2,20260821,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,2,20260821,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,3,20260822,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,3,20260822,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,3,20260822,E3,关系对象错误,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,3,20260822,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,3,20260822,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,3,20260822,E6,类层级链路缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,3,20260822,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,3,20260822,E8,对象属性值域缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,4,20260823,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,4,20260823,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,4,20260823,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,4,20260823,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,4,20260823,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,4,20260823,E6,类层级链路缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,4,20260823,E7,错误直接父类,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,4,20260823,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,5,20260824,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,5,20260824,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,5,20260824,E3,关系对象错误,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,5,20260824,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,5,20260824,E5,功能属性值冲突,3,True,False,CAND_003,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,5,20260824,E6,类层级链路缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,5,20260824,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,5,20260824,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,6,20260825,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,6,20260825,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,6,20260825,E3,关系对象错误,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,6,20260825,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,6,20260825,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,6,20260825,E6,类层级链路缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,6,20260825,E7,错误直接父类,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,6,20260825,E8,对象属性值域缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,7,20260826,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,7,20260826,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,7,20260826,E3,关系对象错误,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,7,20260826,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,7,20260826,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,7,20260826,E6,类层级链路缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,7,20260826,E7,错误直接父类,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,7,20260826,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,8,20260827,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,8,20260827,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,8,20260827,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,8,20260827,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,8,20260827,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,8,20260827,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,8,20260827,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,8,20260827,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,9,20260828,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,9,20260828,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,9,20260828,E3,关系对象错误,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,9,20260828,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,9,20260828,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,9,20260828,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,9,20260828,E7,错误直接父类,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,9,20260828,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,10,20260829,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,10,20260829,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,10,20260829,E3,关系对象错误,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,10,20260829,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,10,20260829,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,10,20260829,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,10,20260829,E7,错误直接父类,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,10,20260829,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,11,20260830,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,11,20260830,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,11,20260830,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,11,20260830,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,11,20260830,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,11,20260830,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,11,20260830,E7,错误直接父类,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,11,20260830,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,12,20260831,E1,数值漂移,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,12,20260831,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,12,20260831,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,12,20260831,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,12,20260831,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,12,20260831,E6,类层级链路缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,12,20260831,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,12,20260831,E8,对象属性值域缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,13,20260832,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,13,20260832,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,13,20260832,E3,关系对象错误,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,13,20260832,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,13,20260832,E5,功能属性值冲突,3,True,False,CAND_003,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,13,20260832,E6,类层级链路缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,13,20260832,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,13,20260832,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,14,20260833,E1,数值漂移,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,14,20260833,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,14,20260833,E3,关系对象错误,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,14,20260833,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,14,20260833,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,14,20260833,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,14,20260833,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,14,20260833,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,15,20260834,E1,数值漂移,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,15,20260834,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,15,20260834,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,15,20260834,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,15,20260834,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,15,20260834,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,15,20260834,E7,错误直接父类,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,15,20260834,E8,对象属性值域缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,16,20260835,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,16,20260835,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,16,20260835,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,16,20260835,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,16,20260835,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,16,20260835,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,16,20260835,E7,错误直接父类,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,16,20260835,E8,对象属性值域缺失,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,17,20260836,E1,数值漂移,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,17,20260836,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,17,20260836,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,17,20260836,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,17,20260836,E5,功能属性值冲突,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,17,20260836,E6,类层级链路缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,17,20260836,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,17,20260836,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,18,20260837,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,18,20260837,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,18,20260837,E3,关系对象错误,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,18,20260837,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,18,20260837,E5,功能属性值冲突,3,True,False,CAND_003,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,18,20260837,E6,类层级链路缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,18,20260837,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,18,20260837,E8,对象属性值域缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,19,20260838,E1,数值漂移,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,19,20260838,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,19,20260838,E3,关系对象错误,3,True,False,CAND_001,True,False,True,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,19,20260838,E4,互斥类别冲突,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,19,20260838,E5,功能属性值冲突,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,19,20260838,E6,类层级链路缺失,3,True,False,CAND_002,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,19,20260838,E7,错误直接父类,3,True,False,CAND_003,False,True,False,True,2,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,19,20260838,E8,对象属性值域缺失,3,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\tbox-candidate-effects.json
HASH_FIRST,20,20260839,E1,数值漂移,3,True,False,CAND_003,False,True,False,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
HASH_FIRST,20,20260839,E2,公理缺失,1,True,False,CAND_001,True,False,True,True,1,G:\LearnAI\ontology-evolution\benchmark\repairs\candidate-effects.json
