attempt_id,error_id,error_type,run_id,seed,model,prompt_mode,temperature,source_catalog,source_mutant,selected_candidate_id,selected_description,selection_json,raw_response,candidate_owl,operations_json,operation_count,operators,abstained,accepted,json_parse_pass,strict_selection_pass,candidate_membership_pass,apply_pass,confidence,rationale,ollama_format_mode,llm_runtime_ms,prompt_eval_count,eval_count,ontology_iri,error_message,selection_source,survivor_count,llm_called
survivor-E3-run-001,E3,关系对象错误,1,20260820,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-001\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-001\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E3/run-001/seed-20260820,,DETERMINISTIC_SELECT,1,false
survivor-E3-run-002,E3,关系对象错误,2,20260821,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-002\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-002\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E3/run-002/seed-20260821,,DETERMINISTIC_SELECT,1,false
survivor-E3-run-003,E3,关系对象错误,3,20260822,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-003\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-003\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E3/run-003/seed-20260822,,DETERMINISTIC_SELECT,1,false
survivor-E3-run-004,E3,关系对象错误,4,20260823,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-004\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-004\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E3/run-004/seed-20260823,,DETERMINISTIC_SELECT,1,false
survivor-E3-run-005,E3,关系对象错误,5,20260824,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E3_wrong_relation_target.owl,CAND_001,替换属性：产品A—由公司承保，癌症 → 保险公司甲,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-005\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E3\run-005\candidate.owl,"[{""operator"": ""REPLACE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#由公司承保"", ""old_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#癌症""}, ""new_value"": {""kind"": ""iri"", ""iri"": ""file:///G:/LearnAI/ontology-1#保险公司甲""}}]",1,REPLACE_PROPERTY_VALUE,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E3/run-005/seed-20260824,,DETERMINISTIC_SELECT,1,false
survivor-E4-run-001,E4,互斥类别冲突,1,20260820,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-001\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-001\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E4/run-001/seed-20260820,,DETERMINISTIC_SELECT,1,false
survivor-E4-run-002,E4,互斥类别冲突,2,20260821,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-002\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-002\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-002\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E4/run-002/seed-20260821,,DETERMINISTIC_SELECT,1,false
survivor-E4-run-003,E4,互斥类别冲突,3,20260822,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-003\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-003\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-003\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E4/run-003/seed-20260822,,DETERMINISTIC_SELECT,1,false
survivor-E4-run-004,E4,互斥类别冲突,4,20260823,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-004\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-004\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-004\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E4/run-004/seed-20260823,,DETERMINISTIC_SELECT,1,false
survivor-E4-run-005,E4,互斥类别冲突,5,20260824,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E4_disjoint_class_conflict.owl,CAND_001,删除类别：产品A rdf:type 财产保险,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-005\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-005\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E4\run-005\candidate.owl,"[{""operator"": ""REMOVE_CLASS_ASSERTION"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""class_iri"": ""file:///G:/LearnAI/ontology-1#财产保险""}]",1,REMOVE_CLASS_ASSERTION,false,true,true,true,true,true,1.0,唯一候选已通过全部反事实硬门禁，执行确定性选择。,not_called_single_survivor,0,0,0,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/deterministic/E4/run-005/seed-20260824,,DETERMINISTIC_SELECT,1,false
survivor-E5-run-001,E5,功能属性值冲突,1,20260820,qwen3.5:9b,counterfactual_survivors,0.2,G:\LearnAI\ontology-evolution\benchmark\repairs\surviving-candidates.json,G:\LearnAI\ontology-evolution\benchmark\mutants\E5_conflicting_functional_value.owl,CAND_003,删除属性：产品A—最高投保年龄—70,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E5\run-001\selection.json,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E5\run-001\raw-response.txt,G:\LearnAI\ontology-evolution\benchmark\repairs\qwen-ranked-survivors\E5\run-001\candidate.owl,"[{""operator"": ""REMOVE_PROPERTY_VALUE"", ""subject_iri"": ""file:///G:/LearnAI/ontology-1#产品A"", ""predicate_iri"": ""file:///G:/LearnAI/ontology-1#最高投保年龄"", ""old_value"": {""kind"": ""literal"", ""lexical"": ""70"", ""datatype"": ""http://www.w3.org/2001/XMLSchema#integer""}}]",1,REMOVE_PROPERTY_VALUE,false,true,true,true,true,true,0.95,"CAND_003 (REMOVE_PROPERTY_VALUE) is semantically superior to CAND_001 (REPLACE_PROPERTY_VALUE). The evidence explicitly states the valid range is 'not exceeding 65', making the value '70' an invalid entry that must be removed rather than replaced. Removing the invalid triple preserves the integrity of the data model without altering the correct existing value ('65'), whereas replacing it implies a change in policy or data origin which is less accurate given the evidence text.",plain_json_nothink,4192,1179,136,https://w3id.org/ontology-evolution/insurance-benchmark/survivor-ranked/qwen/E5/run-001/seed-20260820,,QWEN_RANK,2,true
