event_id,semantic_type,run,seed,generation_status,selection_status,selected_candidate_id,selected_value,auto_semantic_result,selection_reason,candidate_match_evidence,runtime_ms,prompt_eval_count,eval_count,candidate_owl,triples_removed,triples_added,minimal_edit_gate,reasoner_result,reasoner_runtime_ms,reasoner_gate,source_triggers_repair_cq,candidate_satisfies_repair_cq,repair_cq_message,oracle_candidate_id,oracle_value,selection_oracle_correct,full_closure_success
EXT_E003,GENERAL_RULE_EXCEPTION,1,20260820,GENERATED,SELECTED,CAND_002,formula=accident_date_limit_times_loss_rate,梨种植保险冻害损失赔偿计算公式更新为：事故日期每亩赔偿限额 × 损失率,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""formula=effective_amount_times_loss_minus_50_over_50"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""formula=accident_date_limit_times_loss_rate"", ""evidence"": {""canonical_match"": true, ""family"": ""insurance_formula"", ""natural_language_match"": true, ""symbolic_match"": true}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""formula=effective_amount_times_loss_rate"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}]",7303,991,280,benchmark\external-real-v1\built\candidate-owls\EXT_E003\CAND_002.owl,1,1,True,CONSISTENT,473,True,True,True,,CAND_002,formula=accident_date_limit_times_loss_rate,True,True
EXT_E003,GENERAL_RULE_EXCEPTION,2,20260821,GENERATED,SELECTED,CAND_002,formula=accident_date_limit_times_loss_rate,梨种植保险冻害损失赔偿公式变更为：事故日期每亩赔偿限额 × 损失率,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""formula=effective_amount_times_loss_minus_50_over_50"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""formula=accident_date_limit_times_loss_rate"", ""evidence"": {""canonical_match"": true, ""family"": ""insurance_formula"", ""natural_language_match"": true, ""symbolic_match"": true}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""formula=effective_amount_times_loss_rate"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}]",5304,991,218,benchmark\external-real-v1\built\candidate-owls\EXT_E003\CAND_002.owl,1,1,True,CONSISTENT,473,True,True,True,,CAND_002,formula=accident_date_limit_times_loss_rate,True,True
EXT_E003,GENERAL_RULE_EXCEPTION,3,20260822,GENERATED,SELECTED,CAND_002,formula=accident_date_limit_times_loss_rate,赔偿金额 = 事故日期每亩赔偿限额 × 损失率,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""formula=effective_amount_times_loss_minus_50_over_50"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""formula=accident_date_limit_times_loss_rate"", ""evidence"": {""canonical_match"": true, ""family"": ""insurance_formula"", ""natural_language_match"": true, ""symbolic_match"": true}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""formula=effective_amount_times_loss_rate"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}]",7197,991,305,benchmark\external-real-v1\built\candidate-owls\EXT_E003\CAND_002.owl,1,1,True,CONSISTENT,473,True,True,True,,CAND_002,formula=accident_date_limit_times_loss_rate,True,True
EXT_E003,GENERAL_RULE_EXCEPTION,4,20260823,GENERATED,SELECTED,CAND_002,formula=accident_date_limit_times_loss_rate,梨种植保险冻害损失赔偿公式变更为：事故日期每亩赔偿限额 × 损失率,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""formula=effective_amount_times_loss_minus_50_over_50"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""formula=accident_date_limit_times_loss_rate"", ""evidence"": {""canonical_match"": true, ""family"": ""insurance_formula"", ""natural_language_match"": true, ""symbolic_match"": true}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""formula=effective_amount_times_loss_rate"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}]",5387,991,220,benchmark\external-real-v1\built\candidate-owls\EXT_E003\CAND_002.owl,1,1,True,CONSISTENT,473,True,True,True,,CAND_002,formula=accident_date_limit_times_loss_rate,True,True
EXT_E003,GENERAL_RULE_EXCEPTION,5,20260824,GENERATED,SELECTED,CAND_002,formula=accident_date_limit_times_loss_rate,冻害损失赔偿公式 = 事故日期每亩赔偿限额 * 损失率,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""formula=effective_amount_times_loss_minus_50_over_50"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""formula=accident_date_limit_times_loss_rate"", ""evidence"": {""canonical_match"": true, ""family"": ""insurance_formula"", ""natural_language_match"": true, ""symbolic_match"": true}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""formula=effective_amount_times_loss_rate"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}]",5236,991,219,benchmark\external-real-v1\built\candidate-owls\EXT_E003\CAND_002.owl,1,1,True,CONSISTENT,473,True,True,True,,CAND_002,formula=accident_date_limit_times_loss_rate,True,True
EXT_E004,TEMPORAL_VERSION,1,20260820,GENERATED,SELECTED,CAND_002,wcag22_added=2.4.11;level=AA,"The requirement status for WCAG success criterion 2.4.11 is active in WCAG 2.2 with conformance level AA, representing an addition relative to WCAG 2.1.",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.11;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.11;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7812,913,287,benchmark\external-real-v1\built\candidate-owls\EXT_E004\CAND_002.owl,1,1,True,CONSISTENT,475,True,True,True,,CAND_002,wcag22_added=2.4.11;level=AA,True,True
EXT_E004,TEMPORAL_VERSION,2,20260821,GENERATED,ABSTAIN,,,success criterion 2.4.11 Focus Not Obscured Minimum is active with conformance level AA,no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.11;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.11;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": false, ""level"": ""AAA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}]",5350,913,220,,,,,,,,,,,CAND_002,wcag22_added=2.4.11;level=AA,False,False
EXT_E004,TEMPORAL_VERSION,3,20260822,GENERATED,SELECTED,CAND_002,wcag22_added=2.4.11;level=AA,The requirement for WCAG success criterion 2.4.11 Focus Not Obscured Minimum is active and applicable under the current revision WCAG 2.2 with conformance level AA.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.11;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.11;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}]",6892,913,285,benchmark\external-real-v1\built\candidate-owls\EXT_E004\CAND_002.owl,1,1,True,CONSISTENT,475,True,True,True,,CAND_002,wcag22_added=2.4.11;level=AA,True,True
EXT_E004,TEMPORAL_VERSION,4,20260823,GENERATED,SELECTED,CAND_002,wcag22_added=2.4.11;level=AA,"The requirement status for WCAG success criterion 2.4.11 is active in WCAG 2.2 with conformance level AA, representing an addition compared to WCAG 2.1.",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.11;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.11;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7130,913,287,benchmark\external-real-v1\built\candidate-owls\EXT_E004\CAND_002.owl,1,1,True,CONSISTENT,475,True,True,True,,CAND_002,wcag22_added=2.4.11;level=AA,True,True
EXT_E004,TEMPORAL_VERSION,5,20260824,GENERATED,SELECTED,CAND_002,wcag22_added=2.4.11;level=AA,The requirement for WCAG success criterion 2.4.11 Focus Not Obscured Minimum is active in version WCAG 2.2 with conformance level AA.,unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.11;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.11;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}]",6874,913,281,benchmark\external-real-v1\built\candidate-owls\EXT_E004\CAND_002.owl,1,1,True,CONSISTENT,475,True,True,True,,CAND_002,wcag22_added=2.4.11;level=AA,True,True
EXT_E005,TEMPORAL_VERSION,1,20260820,GENERATED,ABSTAIN,,,"The requirement is now defined under WCAG 2.2 as 'Focus Not Obscured Enhanced' with conformance level AAA, superseding its absence or different definition in WCAG 2.1.",no candidate value matched auto semantic_result,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.12;level=AAA"", ""evidence"": {""change_ok"": false, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.12;level=AA"", ""evidence"": {""change_ok"": false, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}, ""match"": false}]",7038,913,253,,,,,,,,,,,CAND_002,wcag22_added=2.4.12;level=AAA,False,False
EXT_E005,TEMPORAL_VERSION,2,20260821,GENERATED,SELECTED,CAND_002,wcag22_added=2.4.12;level=AAA,"The subject 'WCAG success criterion 2.4.12' is now active under the 'WCAG 2.2' revision with conformance level AAA, replacing or extending the state from 'WCAG 2.1'.",unique semantic candidate match,"[{""candidate_id"": ""CAND_001"", ""display_value"": ""wcag21_status=not_present"", ""evidence"": {""family"": ""exact_fallback""}, ""match"": false}, {""candidate_id"": ""CAND_002"", ""display_value"": ""wcag22_added=2.4.12;level=AAA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": true}, {""candidate_id"": ""CAND_003"", ""display_value"": ""wcag22_added=2.4.12;level=AA"", ""evidence"": {""change_ok"": true, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}, ""match"": false}]",7239,913,294,benchmark\external-real-v1\built\candidate-owls\EXT_E005\CAND_002.owl,1,1,True,CONSISTENT,497,True,True,True,,CAND_002,wcag22_added=2.4.12;level=AAA,True,True
