event_id,run,seed,semantic_type,generation_status,validation_reason,done_reason,eval_count,ir_status,ir_reason,bucket,fine_class,fine_label,salvage_family,has_semantic_result,has_assignment,response_is_object,salvage_ir_status,salvage_ir_reason,salvage_result,salvage_relation,salvage_new_value,replay_status,replay_path,replay_candidate,replay_oracle_correct
EXT_E047,2,20260828,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,360,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['expanded_identity_proofing', 'sp 800_63a_4 identity proofing and enrollment', 'fraud_requirements=expanded_identity_proofing']",UNKNOWN,,,,,False
EXT_E047,3,20260829,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,387,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['replaced_by_sp800_63a_4', 'expanded_identity_proofing', 'nist sp 800_63_4 ext_e047', 'revision status', 'fraud_requirements=expanded_identity_proofing']",UNKNOWN,,,,,False
EXT_E050,1,20260827,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,467,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['restructured_roles_and_types', 'sp 800_63_4 digital identity guidelines', 'identity_proofing_controls=restructured_roles_and_types']",UNKNOWN,,,,,False
EXT_E050,2,20260828,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,534,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['restructured_roles_and_types', 'sp 800_63_4 digital identity guidelines', 'identity_proofing_controls=restructured_roles_and_types']",UNKNOWN,,,,,False
EXT_E050,3,20260829,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,356,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['restructured_roles_and_types', 'nist sp 800_63_4 ext_e050', 'identity_proofing_controls=restructured_roles_and_types']",UNKNOWN,,,,,False
EXT_E051,1,20260827,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,604,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,False,True,INCOMPLETE_IR,missing:scope_relation,"['renames_section_4_to_authenticator_event_management;removes_verifier_compromise_resistance_as_distinct_requirement;generalizes_binding_to_all_aals;adds_requirements_for_non_endpoint_connected_authenticators', 'sp 800_63b_4 authentication and authenticator management', 'nist_revision_change:authenticator_event_management_scope_redefinition:renames_section_4_to_authenticator_event_management;removes_verifier_compromise_resistance_as_distinct_requirement;generalizes_binding_to_all_aals;adds_requirements_for_non_endpoint_connected_authenticators']",APPLIES_TO,,,,,False
EXT_E051,3,20260829,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,534,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,False,True,INCOMPLETE_IR,missing:scope_relation,"['renames_section_to_authenticator_event_management_moves_binding_at_enrollment_to_sp800_63a_generalizes_binding_additional_authenticator_to_all_aals_adds_requirements_for_binding_authenticators_not_connected_to_endpoint', 'digital_identity', 'nist sp 800_63a_b ext_e051', 'nist_revision_change:section_renaming_and_requirement_generalization']",UNKNOWN,,,,,False
EXT_E053,2,20260828,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,416,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['expanded_identity_proofing', 'nist sp 800_63a_b ext_e053', 'document scope status', 'fraud_requirements=expanded_identity_proofing']",UNKNOWN,,,,,False
EXT_E053,3,20260829,CROSS_SENTENCE_SCOPE,GENERATED,ok,stop,346,INCOMPLETE_IR,missing:scope_relation,INCOMPLETE_IR,I_NONCRITICAL,missing only deterministically completable fields:scope_relation,DETERMINISTIC_COMPLETE,True,True,True,INCOMPLETE_IR,missing:scope_relation,"['expanded_identity_proofing', 'nist sp 800_63a_b ext_e053', 'document scope status', 'fraud_requirements=expanded_identity_proofing']",UNKNOWN,,,,,False
EXT_E057,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E057,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E057,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E058,1,20260827,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E058,2,20260828,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E058,3,20260829,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E059,1,20260827,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E059,2,20260828,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E059,3,20260829,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E060,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E060,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E060,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E061,1,20260827,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E061,2,20260828,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E061,3,20260829,GENERAL_RULE_EXCEPTION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E062,1,20260827,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E062,2,20260828,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E062,3,20260829,CROSS_SENTENCE_SCOPE,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E063,2,20260828,TEMPORAL_VERSION,INVALID_SCHEMA,rules_missing,stop,103,INVALID_OUTPUT,rules_missing,INVALID_OUTPUT,J7,semantic present but structure parse failed,FORMAT_REPAIRABLE,False,False,True,INCOMPLETE_IR,missing:result,,EFFECTIVE_FROM,,,,,False
EXT_E063,3,20260829,TEMPORAL_VERSION,INVALID_JSON,not_json_object,length,339,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E064,1,20260827,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,821,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E064,2,20260828,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,707,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E064,3,20260829,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,722,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E065,1,20260827,GENERAL_RULE_EXCEPTION,INVALID_JSON,not_json_object,length,341,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E065,2,20260828,GENERAL_RULE_EXCEPTION,INVALID_JSON,not_json_object,length,341,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E066,1,20260827,TEMPORAL_VERSION,INVALID_JSON,not_json_object,length,339,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E066,2,20260828,TEMPORAL_VERSION,INVALID_JSON,not_json_object,length,339,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E067,1,20260827,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,821,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E067,2,20260828,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,707,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E067,3,20260829,CROSS_SENTENCE_SCOPE,INVALID_JSON,not_json_object,stop,722,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J1_J2,JSON unparseable; raw Qwen text not saved so syntax vs extra-text cannot be split,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E068,1,20260827,GENERAL_RULE_EXCEPTION,INVALID_JSON,not_json_object,length,341,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E068,2,20260828,GENERAL_RULE_EXCEPTION,INVALID_JSON,not_json_object,length,341,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E068,3,20260829,GENERAL_RULE_EXCEPTION,INVALID_JSON,not_json_object,length,341,INVALID_OUTPUT,response_not_object,INVALID_OUTPUT,J6,output truncated,RAW_TEXT_LOST,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E069,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E069,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E069,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E070,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E070,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E070,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E071,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E071,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E071,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E072,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E072,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E072,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E073,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E073,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E073,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E074,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E074,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E074,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E075,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E075,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E075,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E076,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E076,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E076,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E077,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E077,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E077,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E078,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E078,2,20260828,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E078,3,20260829,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
EXT_E079,1,20260827,TEMPORAL_VERSION,RETRIEVAL_FAILED,not_run,,0,INVALID_OUTPUT,response_not_object,RETRIEVAL_FAILED,R_RETRIEVAL,retrieval failed; Qwen never ran,RETRIEVAL_GAP,False,False,False,INVALID_OUTPUT,response_not_object,,,,,,,False
