event_id,semantic_type,run,seed,generation_status,schema_valid,oracle_used,candidate_used,manual_formal_policy_used,gold_target,auto_semantic_result,semantic_family,semantic_correct,semantic_evidence,runtime_ms,prompt_eval_count,eval_count
EXT_E004,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=2.4.11;level=AA,The requirement for WCAG success criterion 2.4.11 Focus Not Obscured Minimum is active and applicable under the current revision WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}",6892,913,285
EXT_E004,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=2.4.11;level=AA,"The requirement status for WCAG success criterion 2.4.11 is active in WCAG 2.2 with conformance level AA, representing an addition compared to WCAG 2.1.",wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",7130,913,287
EXT_E004,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=2.4.11;level=AA,The requirement for WCAG success criterion 2.4.11 Focus Not Obscured Minimum is active in version WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.11"", ""expected_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""focu|focus|minimum|not|obscur|obscured"", ""scope_ok"": false}",6874,913,281
EXT_E005,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=2.4.12;level=AAA,"The requirement is now defined under WCAG 2.2 as 'Focus Not Obscured Enhanced' with conformance level AAA, superseding its absence or different definition in WCAG 2.1.",wcag22_added,False,"{""change_ok"": false, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}",7038,913,253
EXT_E005,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=2.4.12;level=AAA,"The subject 'WCAG success criterion 2.4.12' is now active under the 'WCAG 2.2' revision with conformance level AAA, replacing or extending the state from 'WCAG 2.1'.",wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}",7239,913,294
EXT_E005,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=2.4.12;level=AAA,The requirement status is updated to include the new WCAG 2.2 success criterion 'Focus Not Obscured Enhanced' at conformance level AAA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}",6165,913,242
EXT_E005,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=2.4.12;level=AAA,"The requirement is now defined under WCAG 2.2 as 'Focus Not Obscured Enhanced' with conformance level AAA, superseding any prior absence or different definition in WCAG 2.1.",wcag22_added,False,"{""change_ok"": false, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}",6304,913,253
EXT_E005,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=2.4.12;level=AAA,"The requirement status is updated to include the new WCAG 2.2 success criterion 'Focus Not Obscured Enhanced' at conformance level AAA, superseding or extending the previous WCAG 2.1 state.",wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.12"", ""expected_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""enhanc|enhanced|focu|focus|not|obscur|obscured"", ""scope_ok"": false}",6490,913,255
EXT_E006,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=2.4.13;level=AAA,The requirement for WCAG success criterion 2.4.13 Focus Appearance at conformance level AAA is active in WCAG 2.2.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.13"", ""expected_name_tokens"": ""appearance|focu|focus"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""appearance|focu|focus"", ""scope_ok"": false}",6696,905,238
EXT_E006,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=2.4.13;level=AAA,Requirement status: Active with conformance level AAA; Criterion name: Focus Appearance,wcag22_added,False,"{""change_ok"": true, ""code"": ""2.4.13"", ""expected_name_tokens"": ""appearance|focu|focus"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""appearance|focu|focus"", ""scope_ok"": false}",6894,905,276
EXT_E006,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=2.4.13;level=AAA,The requirement status for WCAG success criterion 2.4.13 is 'active' with conformance level 'AAA' in the current revision.,wcag22_added,False,"{""change_ok"": true, ""code"": ""2.4.13"", ""expected_name_tokens"": ""appearance|focu|focus"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": false, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": """", ""scope_ok"": false}",5937,905,233
EXT_E006,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=2.4.13;level=AAA,The requirement for WCAG success criterion 2.4.13 Focus Appearance at conformance level AAA is active in WCAG 2.2.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.13"", ""expected_name_tokens"": ""appearance|focu|focus"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""appearance|focu|focus"", ""scope_ok"": false}",6933,905,272
EXT_E006,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=2.4.13;level=AAA,The requirement status is updated to include the new WCAG 2.2 Success Criterion 2.4.13 Focus Appearance at conformance level AAA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.4.13"", ""expected_name_tokens"": ""appearance|focu|focus"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AAA"", ""matched_name_tokens"": ""appearance|focu|focus"", ""scope_ok"": false}",6246,905,243
EXT_E007,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=2.5.7;level=AA,The requirement 'Dragging Movements' is active and applicable under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.7"", ""expected_name_tokens"": ""dragg|dragging|movement|movements"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""dragg|dragging|movement|movements"", ""scope_ok"": false}",6603,904,229
EXT_E007,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=2.5.7;level=AA,"The target subject 'WCAG success criterion 2.5.7' is now valid under the current revision 'WCAG 2.2' with conformance level AA, superseding its absence or different status in previous revisions.",wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.7"", ""expected_name_tokens"": ""dragg|dragging|movement|movements"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",6288,904,247
EXT_E007,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=2.5.7;level=AA,"The requirement 'Dragging Movements' is active in WCAG 2.2 with conformance level AA, replacing the absence of this specific criterion in WCAG 2.1.",wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.7"", ""expected_name_tokens"": ""dragg|dragging|movement|movements"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""dragg|dragging|movement|movements"", ""scope_ok"": false}",6178,904,243
EXT_E007,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=2.5.7;level=AA,The requirement 'Dragging Movements' is active and applicable under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.7"", ""expected_name_tokens"": ""dragg|dragging|movement|movements"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""dragg|dragging|movement|movements"", ""scope_ok"": false}",6174,904,229
EXT_E007,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=2.5.7;level=AA,The requirement 'Dragging Movements' is active and applicable under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.7"", ""expected_name_tokens"": ""dragg|dragging|movement|movements"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""dragg|dragging|movement|movements"", ""scope_ok"": false}",6858,904,264
EXT_E008,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=2.5.8;level=AA,The requirement 'Target Size Minimum' is active and applicable under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""minimum|size|target"", ""scope_ok"": false}",6915,902,234
EXT_E008,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=2.5.8;level=AA,"The requirement status for WCAG success criterion 2.5.8 is active in WCAG 2.2, representing a new addition compared to WCAG 2.1.",wcag22_added,False,"{""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",7358,902,281
EXT_E008,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=2.5.8;level=AA,The requirement for WCAG success criterion 2.5.8 Target Size Minimum is active under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""minimum|size|target"", ""scope_ok"": false}",6180,902,241
EXT_E008,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=2.5.8;level=AA,The requirement 'Target Size Minimum' is active under WCAG 2.2 with conformance level AA.,wcag22_added,True,"{""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""minimum|size|target"", ""scope_ok"": false}",6742,902,232
EXT_E008,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=2.5.8;level=AA,"The requirement status is 'active' under WCAG 2.2, representing the addition of the new criterion.",wcag22_added,False,"{""change_ok"": true, ""code"": ""2.5.8"", ""expected_name_tokens"": ""minimum|size|target"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": false, ""has_name"": false, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": """", ""scope_ok"": false}",7229,902,233
EXT_E009,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=3.2.6;level=A,The requirement status is updated to include WCAG 2.2 version with conformance level A for criterion 3.2.6 Consistent Help.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}",7793,902,275
EXT_E009,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=3.2.6;level=A,"WCAG success criterion 3.2.6 is active in version WCAG 2.2 with conformance level A, replacing the absence of this specific criterion in WCAG 2.1",wcag22_added,True,"{""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}",6799,902,245
EXT_E009,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=3.2.6;level=A,"The requirement exists in WCAG 2.2 with conformance level A, representing a new addition relative to WCAG 2.1.",wcag22_added,False,"{""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}",7079,902,238
EXT_E009,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=3.2.6;level=A,The requirement for WCAG success criterion 3.2.6 Consistent Help is active and applicable under the WCAG 2.2 version with conformance level A.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}",7105,902,240
EXT_E009,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=3.2.6;level=A,The requirement 'Consistent Help' is active and applicable under WCAG 2.2 with conformance level A.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.2.6"", ""expected_name_tokens"": ""consistent|help"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""consistent|help"", ""scope_ok"": false}",6766,902,230
EXT_E010,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=3.3.7;level=A,The requirement for WCAG success criterion 3.3.7 Redundant Entry is active in version WCAG 2.2 with conformance level A.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}",6698,904,232
EXT_E010,TEMPORAL_VERSION,2,20260821,GENERATED,True,False,False,False,wcag22_added=3.3.7;level=A,"The requirement status for WCAG success criterion 3.3.7 is active in WCAG 2.2 with conformance level A, representing an addition relative to WCAG 2.1.",wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": false, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": """", ""scope_ok"": false}",8608,904,286
EXT_E010,TEMPORAL_VERSION,3,20260822,GENERATED,True,False,False,False,wcag22_added=3.3.7;level=A,The requirement 'Redundant Entry' is active and applicable under WCAG 2.2 with conformance level A.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}",6192,904,232
EXT_E010,TEMPORAL_VERSION,4,20260823,GENERATED,True,False,False,False,wcag22_added=3.3.7;level=A,WCAG success criterion 3.3.7 Redundant Entry with conformance level A is effective in WCAG 2.2,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": false, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}",6305,904,227
EXT_E010,TEMPORAL_VERSION,5,20260824,GENERATED,True,False,False,False,wcag22_added=3.3.7;level=A,The requirement 'Redundant Entry' is active and applicable under WCAG 2.2 with conformance level A.,wcag22_added,True,"{""change_ok"": true, ""code"": ""3.3.7"", ""expected_name_tokens"": ""entry|redundant"", ""family"": ""wcag22_added"", ""has_code"": false, ""has_level"": true, ""has_name"": true, ""has_wcag21"": false, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""A"", ""matched_name_tokens"": ""entry|redundant"", ""scope_ok"": false}",6195,904,232
EXT_E011,TEMPORAL_VERSION,1,20260820,GENERATED,True,False,False,False,wcag22_added=3.3.8;level=AA,"The requirement status is updated to include the new success criterion 3.3.8 Accessible Authentication Minimum under WCAG 2.2, superseding or extending the previous WCAG 2.1 state.",wcag22_added,False,"{""change_ok"": true, ""code"": ""3.3.8"", ""expected_name_tokens"": ""accessible|authentication|minimum"", ""family"": ""wcag22_added"", ""has_code"": true, ""has_level"": false, ""has_name"": true, ""has_wcag21"": true, ""has_wcag22"": true, ""input_ok"": true, ""level"": ""AA"", ""matched_name_tokens"": ""accessible|authentication|minimum"", ""scope_ok"": false}",8179,904,288
